label,cluster_no
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,4
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,4
pigeonpeas,7
pigeonpeas,4
pigeonpeas,4
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,4
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,4
pigeonpeas,7
pigeonpeas,4
pigeonpeas,7
pigeonpeas,5
pigeonpeas,4
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,5
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,1
pigeonpeas,7
pigeonpeas,7
pigeonpeas,4
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,5
pigeonpeas,7
pigeonpeas,7
pigeonpeas,5
pigeonpeas,7
pigeonpeas,7
pigeonpeas,4
pigeonpeas,4
pigeonpeas,7
pigeonpeas,7
pigeonpeas,4
pigeonpeas,7
pigeonpeas,7
pigeonpeas,5
pigeonpeas,7
pigeonpeas,7
pigeonpeas,4
pigeonpeas,4
pigeonpeas,7
pigeonpeas,7
pigeonpeas,1
pigeonpeas,7
pigeonpeas,1
pigeonpeas,0
pigeonpeas,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,3
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,4
lentil,5
lentil,5
lentil,4
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,7
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,4
lentil,4
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
pomegranate,0
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,5
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,5
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,5
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,5
mango,7
mango,7
mango,5
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,5
mango,7
mango,7
mango,7
mango,7
mango,7
mango,5
mango,7
mango,7
mango,7
mango,5
mango,5
mango,7
mango,7
mango,7
mango,7
mango,5
mango,7
mango,7
mango,7
mango,7
mango,5
mango,7
mango,7
mango,7
mango,7
mango,5
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,5
mango,7
mango,7
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,5
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,5
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,5
orange,0
orange,0
orange,0
orange,5
orange,5
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,5
orange,0
orange,0
orange,0
orange,5
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,5
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,0
orange,5
orange,0
orange,0
orange,0
orange,5
orange,5
orange,0
orange,0
orange,0
orange,0
papaya,1
papaya,5
papaya,5
papaya,1
papaya,1
papaya,1
papaya,1
papaya,1
papaya,1
papaya,1
papaya,1
papaya,5
papaya,1
papaya,5
papaya,1
papaya,1
papaya,5
papaya,5
papaya,1
papaya,5
papaya,5
papaya,5
papaya,5
papaya,1
papaya,5
papaya,1
papaya,1
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,1
papaya,5
papaya,0
papaya,5
papaya,1
papaya,1
papaya,5
papaya,1
papaya,1
papaya,1
papaya,5
papaya,5
papaya,1
papaya,5
papaya,5
papaya,1
papaya,1
papaya,5
papaya,1
papaya,1
papaya,1
papaya,5
papaya,1
papaya,3
papaya,5
papaya,5
papaya,1
papaya,1
papaya,0
papaya,5
papaya,1
papaya,3
papaya,3
papaya,5
papaya,5
papaya,5
papaya,3
papaya,1
papaya,3
papaya,1
papaya,1
papaya,5
papaya,1
papaya,1
papaya,5
papaya,1
papaya,1
papaya,3
papaya,5
papaya,5
papaya,1
papaya,1
papaya,1
papaya,1
papaya,5
papaya,1
papaya,5
papaya,5
papaya,3
papaya,1
papaya,5
papaya,1
papaya,5
papaya,5
papaya,5
papaya,1
papaya,1
papaya,1
coconut,1
coconut,1
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,1
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,1
coconut,0
coconut,0
coconut,0
coconut,0
coconut,1
coconut,0
coconut,0
coconut,0
coconut,0
coconut,1
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,1
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
coconut,0
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
jute,3
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
coffee,1
coffee,3
coffee,3
coffee,3
coffee,3
coffee,3
coffee,1
coffee,3
coffee,3
coffee,1
coffee,3
coffee,1
coffee,1
coffee,3
coffee,1
coffee,3
coffee,1
coffee,1
coffee,1
coffee,3
coffee,1
coffee,1
coffee,1
coffee,3
coffee,3
coffee,1
coffee,1
coffee,1
coffee,1
coffee,3
coffee,1
coffee,3
coffee,3
coffee,3
coffee,1
coffee,3
coffee,1
coffee,3
coffee,3
coffee,1
coffee,3
coffee,1
coffee,1
coffee,3
coffee,1
coffee,1
coffee,1
coffee,3
coffee,3
coffee,1
coffee,3
coffee,1
coffee,3
coffee,3
coffee,1
coffee,1
coffee,1
coffee,3
coffee,1
coffee,1
coffee,1
coffee,1
coffee,3
coffee,1
